name,station,date
The BossHoss feat. The Common Linnets - Jolene,oe3,2021-05-01 15:48:02.130389
The Boys You Know - All The Other Kids,fm4,2021-04-23 02:54:02.495847
The Buggles - Video Killed the Radio Star,oe3,2021-04-18 18:21:01.386472
The Calling - Wherever You Will Go,radiowien,2021-04-27 18:45:02.745406
The Cardigans - Lovefool,radiowien,2021-05-01 11:36:01.764127
The Cars - Drive,oe3,2021-04-22 18:39:01.047795
The Chainsmokers & Coldplay - Something Just like This,oe3,2021-04-30 23:36:01.727757
The Chainsmokers - Paris,oe3,2021-04-20 03:54:01.715430
The Chemical Brothers - The Darkness That You Fear,fm4,2021-05-01 05:36:04.108217
The Chemical Brothers - The Darkness That You Fear | FM4 Charts,fm4,2021-05-01 16:24:02.894327
The Chemical Brothers ft. Q-Tip - Galvanize,fm4,2021-04-27 01:27:02.741205
The Clash - Magnificent Seven | FM4 Connected,fm4,2021-04-27 15:27:02.341813
The Clash - Should I Stay Or Should I Go,radiowien,2021-04-26 18:06:01.757073
The Common Linnets - Calm After The Storm,radiowien,2021-05-01 22:09:01.465007
The Connells - '74-'75,oe3,2021-05-02 03:12:01.951886
"The Cool Quest - Goodlife | FM4 You're At Home, Baby!",fm4,2021-04-22 10:15:02.345965
The Cool Quest - Runnin' | FM4 Morning Show,fm4,2021-04-26 04:42:02.730144
The Cranberries - Dreams,oe3,2021-04-30 10:21:01.401018
The Cranberries - Linger,radiowien,2021-04-28 02:48:02.238960
The Cranberries - Zombie,oe3,2021-04-29 01:36:01.709747
The Crispies - Easy | FM4 Sleepless,fm4,2021-04-22 23:18:03.310390
The Cure - Friday I'm in love | FM4 Connected,fm4,2021-04-27 14:15:02.859180
The Cure - The Love Cats | FM4 Sleepless,fm4,2021-04-21 00:24:02.356201
The Dandy Warhols - Bohemian like You,oe3,2021-05-01 21:27:01.728812
The Dead-On - Lovesick | FM4 Connected,fm4,2021-04-26 14:09:02.606719
The Decemberists - 16 Military Wives | FM4 Morning Show,fm4,2021-04-28 07:42:02.348552
The Decemberists - Down On The Knuckle,fm4,2021-04-21 08:27:04.919995
The Decemberists - Down On The Knuckle | FM4 Connected,fm4,2021-04-29 15:54:03.069606
The Dells - It's All Up To You | FM4 Sunny Side Up,fm4,2021-04-25 08:33:02.744876
The Devil & The Universe - Immaculata,fm4,2021-04-28 09:45:03.035524
The Doors - Roadhouse Blues | FM4 Top FM4,fm4,2021-04-23 17:36:02.750064
The Fierce Petals - The Future | FM4 Zimmerservice,fm4,2021-04-18 18:54:02.954593
The Flames - Everytime,oe3,2021-04-25 18:27:01.802754
The FreeMenSingers - Oh My God,radiowien,2021-04-27 12:54:02.240360
The Geezers ft.Mel - Sweet Pain | FM4 Connected,fm4,2021-04-27 15:54:02.540996
The Geezers ft.Mel - Sweet Pain | FM4 Frag die Science Busters,fm4,2021-04-26 11:45:02.534983
The Geezers ft.Mel - Sweet Pain | FM4 Homebase,fm4,2021-04-28 17:57:02.834217
The Geezers ft.Mel - Sweet Pain | FM4 Morning Show,fm4,2021-04-22 04:27:03.251972
The Geezers ft.Mel - Sweet Pain | FM4 Sleepless,fm4,2021-04-30 00:57:02.621503
The Gift - Clinic Hope | FM4 Connected,fm4,2021-04-23 14:09:02.744094
The Goon Sax - Make Time 4 Love | FM4 Morning Show,fm4,2021-04-28 05:39:02.328146
The Grey Area - Ogunfe | FM4 Connected,fm4,2021-04-27 13:09:02.496529
The Happy Sun - Airforce One | FM4 Morning Show,fm4,2021-04-20 04:18:02.563584
The Happy Sun - Airforce One | FM4 Sleepless,fm4,2021-04-23 03:42:02.201260
The Heavy - How You Like Me Now | FM4 Morning Show,fm4,2021-04-19 04:06:03.195553
The Honeydrippers - Sea Of Love,radiowien,2021-05-01 12:45:02.169760
The Honk Rock Project - Blue land,radiowien,2021-05-01 02:15:03.056684
The Jackson 5 - I Want You Back,oe3,2021-04-18 19:09:02.017055
The Jacksons - Blame It On The Boogie,radiowien,2021-04-26 04:48:03.011080
The Jam - Town Called Malice,radiowien,2021-05-01 22:06:01.360325
The KLF Tammy Wynette - Justified and ancient,radiowien,2021-04-29 03:45:01.946757
The Kid Laroi - Without You,oe3,2021-05-02 04:51:01.009074
The Killers - Fire In Bone | FM4 Homebase,fm4,2021-04-19 19:51:02.707282
The Killers - Fire In Bone | FM4 Sound Selection Charts,fm4,2021-04-20 02:42:02.568197
The Killers - Human,radiowien,2021-04-29 06:33:02.560718
The Killers - Mr. Brightside,oe3,2021-04-26 14:15:01.983869
"The Killers - Mr. Brightside | FM4 You're At Home, Baby!",fm4,2021-04-30 09:00:02.311916
The Kills - Cheap And Cheerful | FM4 Connected,fm4,2021-04-29 16:12:02.251183
The Kills - Satellite | FM4 Homebase,fm4,2021-04-21 19:21:03.152418
The Kills - Satellite | FM4 Sleepless,fm4,2021-04-29 00:45:01.729084
The Like - Fair Game | FM4 Connected,fm4,2021-04-28 13:09:03.348338
The Lumineers - Ho Hey,oe3,2021-04-29 15:57:00.948030
The Makemakes - All You Ever Need,oe3,2021-04-27 02:30:01.509946
The Makemakes - I Am Yours,oe3,2021-04-28 23:30:01.630811
The Makemakes - Million Euro Smile,oe3,2021-04-25 21:51:01.810293
The Naked & Famous - Punching In A Dream | FM4 Connected,fm4,2021-04-20 13:09:03.169594
"The Naked & Famous - Young Blood | FM4 You're At Home, Baby!",fm4,2021-04-28 10:57:02.331845
"The National - Anyone's Ghost | FM4 You're At Home, Baby!",fm4,2021-04-27 09:24:02.261276
The National - Bloodbuzz Ohio | FM4 Sleepless,fm4,2021-04-23 00:03:01.962944
The National - Rylan | FM4 Morning Show,fm4,2021-04-23 04:06:02.608765
The National - The System Only Dreams In Total Darkness,fm4,2021-04-30 07:45:03.166045
The Neighborhood - Sweater Weather | FM4 Sleepless,fm4,2021-04-26 23:45:01.746174
The New Mourning - When The Light Fades (Wolf Lehmann Rmx),fm4,2021-04-19 09:36:02.257552
The New Pornographers - Falling down the Stairs of Your Smile,fm4,2021-04-21 04:48:02.109292
The Night Game - Once in a Lifetime,oe3,2021-04-21 12:54:01.860939
The Offspring - Let The Bad Times Roll,oe3,2021-04-30 19:51:00.866663
The Parrots - Maldito | FM4 Connected,fm4,2021-04-24 11:48:03.993060
The Parrots - Maldito | FM4 Homebase,fm4,2021-04-26 18:06:01.962432
The Parrots - Maldito | FM4 Morning Show,fm4,2021-05-01 06:54:02.661787
The Parrots - Maldito | FM4 Sleepless,fm4,2021-04-19 23:33:01.852243
The Parrots - Maldito | FM4 Sound Selection Fresh,fm4,2021-04-29 01:39:02.134762
"The Parrots - Maldito | FM4 You're At Home, Baby!",fm4,2021-04-28 09:57:03.953612
The Police - Every Breath You Take,oe3,2021-04-27 18:06:01.536095
The Pretenders - I'll Stand by You,oe3,2021-04-24 07:36:01.385499
The Proclaimers - I'm Gonna Be (500 Miles),oe3,2021-04-28 03:12:00.829327
The Rasmus - In the Shadows,oe3,2021-05-02 00:54:01.052162
The Red Hot Chili Peppers - Funky Monks | FM4 Connected,fm4,2021-04-29 16:57:02.449048
The Rembrandts - I'll Be There for You,oe3,2021-05-01 16:42:01.062321
The Robert Cray Band - Don't Be Afraid Of The Dark,radiowien,2021-05-01 19:21:01.562972
The Rolling Stones - Brown sugar | FM4 Morning Show,fm4,2021-05-02 04:21:02.109611
The Rolling Stones - Start Me Up,oe3,2021-04-28 02:15:00.890654
The Rolling Stones - The Last Time,oe3,2021-04-18 17:33:01.006482
The Screenshots - Träume (ft. LGoony) | FM4 Sleepless,fm4,2021-04-27 03:12:02.948689
The Script - Superheroes,oe3,2021-04-29 16:45:02.328303
The Sisters of Mercy - More,oe3,2021-04-25 19:39:01.229222
The Small Faces - Itchycoo Park,oe3,2021-04-18 19:51:01.841574
The Smiths - There Is A Light That Never Goes Out,radiowien,2021-05-01 04:24:02.250596
The Snugs - Strugglin | FM4 Morning Show,fm4,2021-04-25 05:12:02.546764
The Snuts - Glasgow | FM4 Morning Show,fm4,2021-04-30 05:24:01.751648
The Steve Miller Band - The Joker,oe3,2021-04-18 19:27:01.214635
The Stranglers - Always the Sun,oe3,2021-04-25 18:18:01.295134
"The Streets - Heaven For The Weather | FM4 You're At Home, Baby!",fm4,2021-04-30 08:12:02.949478
The Strokes - Bad Decisions | FM4 Connected,fm4,2021-04-20 15:51:04.231074
The Strokes - Bad Decisions | FM4 Morning Show,fm4,2021-04-24 05:24:01.892894
The Strokes - Bad Decisions | FM4 Sleepless,fm4,2021-04-21 23:09:03.064594
"The Strokes - Bad Decisions | FM4 You're At Home, Baby!",fm4,2021-04-27 08:27:02.538809
The Strokes - Brooklyn Bridge To Chorus,fm4,2021-04-29 09:48:01.855175
The Strokes - Hard To Explain | FM4 Connected,fm4,2021-04-26 13:06:05.278641
The Strumbellas - Salvation,radiowien,2021-05-01 02:21:01.948187
The Strumbellas - Spirits,oe3,2021-05-02 00:09:01.527656
The Turnbuckle Chronicles: Highflying,fm4,2021-04-19 07:18:02.143112
The Turnbuckle Chronicles: Promos,fm4,2021-04-28 07:15:02.131873
The Vaccines - All My Friends Are Falling In Love,fm4,2021-04-23 03:45:02.100206
The Vaccines - Handsome | FM4 Connected,fm4,2021-04-27 13:24:02.038229
"The Vaccines - Handsome | FM4 You're At Home, Baby!",fm4,2021-04-19 08:15:02.198532
The Vegetable Orchestra - Transplants (Mystica Tribe Version),fm4,2021-04-20 23:42:01.950524
The Verve - Bitter Sweet Symphony,oe3,2021-04-27 00:39:02.039143
The Weeknd - Blinding Lights,oe3,2021-05-02 01:00:01.354031
"The Weeknd - Blinding Lights | FM4 You're At Home, Baby!",fm4,2021-04-23 09:45:02.756736
The Weeknd - I can't feel my face | FM4 Morning Show,fm4,2021-04-30 06:54:02.849070
The Weeknd - Save Your Tears,oe3,2021-05-02 04:09:01.552730
The Who - Behind Blue Eyes,radiowien,2021-04-23 19:48:02.351987
The Who - My Generation,radiowien,2021-05-01 22:12:02.264008
The Who - Pinball Wizard,radiowien,2021-04-28 22:45:02.229635
The Who - Won't Get Fooled Again,radiowien,2021-04-30 18:27:02.904696
"The Wombats - Lemon To A Knife Fight | FM4 You're At Home, Baby!",fm4,2021-04-19 10:06:01.707450
The Wombats - Let's Dance To Joy Division,fm4,2021-04-27 01:33:01.960985
The XX - Intro | FM4 Homebase,fm4,2021-04-20 18:00:02.661651
The XX - Islands | FM4 Connected,fm4,2021-04-27 16:36:02.640839
The XX - On Hold | FM4 Morning Show,fm4,2021-04-19 04:09:02.904482
The XX - On Hold | FM4 Sleepless,fm4,2021-04-21 00:09:02.950499
"The XX - On Hold | FM4 You're At Home, Baby!",fm4,2021-04-23 10:57:03.098232
Thelma Houston - Don't Leave Me This Way,radiowien,2021-04-28 06:39:02.147381
"ThemVan Morrison - It's All Over Now, Baby Blue",radiowien,2021-04-22 11:42:02.265337
Theophilus London - Humdrum Town | FM4 Connected,fm4,2021-04-23 14:36:02.942513
Theophilus London - Humdrum Town | FM4 Morning Show,fm4,2021-04-26 07:33:02.334656
Theophilus London - Wine And Chocolates (Andhim Rx),fm4,2021-04-30 05:33:02.648487
Thin Lizzy - Whisky In The Jar | FM4 Top FM4,fm4,2021-04-30 18:03:02.654424
Thin Lizzy - Whisky in the Jar,oe3,2021-04-18 18:03:01.297415
Thirty Seconds To Mars - Closer to the Edge,oe3,2021-04-30 17:15:02.652474
Thirty Seconds To Mars - Walk on Water,oe3,2021-04-29 08:45:01.825618
Thomas David - A Million Lights,oe3,2021-04-19 19:39:01.741156
Thomas David - A million lights,radiowien,2021-04-26 10:21:02.543818
Thomas David - Able,radiowien,2021-04-30 14:39:02.652126
Thomas David - Find My Love,radiowien,2021-04-28 05:39:01.946241
Thomas David - Sit On Top,radiowien,2021-04-27 19:48:02.528321
Thomas David - Sit on Top,oe3,2021-04-21 03:54:00.777864
Thomas David - Sooner Or Later,radiowien,2021-04-25 16:54:02.412418
Thorsteinn Einarsson - Galaxy,oe3,2021-05-01 01:48:01.739816
Thorsteinn Einarsson - Genesis,radiowien,2021-04-29 07:48:02.349269
Thorsteinn Einarsson - Kryptonite,oe3,2021-04-28 19:24:01.530563
Thorsteinn Einarsson - Leya,radiowien,2021-04-29 20:42:02.045684
Thorsteinn Einarsson - Two Hearts,radiowien,2021-04-24 12:12:01.919641
Three Degrees - When Will I See You Again,radiowien,2021-05-02 02:24:02.466844
Thumpers - Unkinder | FM4 Morning Show,fm4,2021-05-01 04:18:02.981504
Thunder Jackson - Guilty Party | FM4 Morning Show,fm4,2021-04-29 06:57:02.848904
"Thundercat - Them Changes | FM4 You're At Home, Baby!",fm4,2021-04-28 12:00:02.821978
Tiesto - The Business,oe3,2021-04-27 21:45:00.899282
Tiga & Zyntherius - Sunglasses At Night,fm4,2021-04-24 09:12:02.947268
Tim Bendzko - Hoch,oe3,2021-04-29 07:27:01.164916
Tim Curry - Sweet Transvestite,radiowien,2021-04-19 04:24:03.925164
Tim Tim - Summer love,radiowien,2021-05-01 00:15:02.249002
Tim Tim - Under The Sun,radiowien,2021-05-01 18:18:02.062467
Timbaland feat. OneRepublic - Apologize,oe3,2021-04-29 18:33:00.926829
Timmy T - One More Try,radiowien,2021-04-28 02:12:02.033621
Tina Arena - Chains,radiowien,2021-04-28 19:30:02.612667
Tina Arena - Sorrento Moon (I Remember),radiowien,2021-04-30 17:33:02.349649
Tina Naderer - Bleibst du bei mir,oe3,2021-04-28 21:00:00.960698
Tina Naderer - Gecrasht,radiowien,2021-04-20 23:18:01.466749
Tina Turner  David Bowie - Tonight,oe3,2021-04-27 16:33:03.231188
Tina Turner - Foreign Affair,radiowien,2021-04-24 10:57:03.930292
Tina Turner - I Can't Stand The Rain,radiowien,2021-05-01 03:42:01.559030
Tina Turner - I Don't Wanna Fight,radiowien,2021-04-19 11:54:02.054863
Tina Turner - I Don't Wanna Lose You,radiowien,2021-05-01 21:57:02.651461
Tina Turner - Let's Stay Together,radiowien,2021-04-25 07:21:01.930563
Tina Turner - Look Me In The Heart,radiowien,2021-04-21 07:21:02.752960
Tina Turner - Open Arms,radiowien,2021-04-23 03:51:02.267700
Tina Turner - Private Dancer,radiowien,2021-04-28 20:36:02.330464
Tina Turner - Steamy Windows,radiowien,2021-04-29 01:57:02.228110
Tina Turner - The Best,radiowien,2021-04-27 09:33:01.940231
Tina Turner - Two People,radiowien,2021-04-29 07:12:01.951448
Tina Turner - Typical Male,oe3,2021-04-29 13:12:01.781142
Tina Turner - Way Of The World,radiowien,2021-04-29 11:48:03.011193
Tina Turner - We Don't Need Another Hero,oe3,2021-04-29 17:12:01.749342
Tina Turner - What's Love Got To Do With It,radiowien,2021-05-01 15:18:05.004015
Tina Turner - When The Heartache Is Over,radiowien,2021-04-26 13:18:01.960302
Tina TurnerBarry White - In Your Wildest Dreams,radiowien,2021-04-27 23:48:02.029016
Tina TurnerRod Stewart - It Takes Two,radiowien,2021-04-27 17:06:01.762149
Ting Tings - That's Not My Name | FM4 Sound Selection Charts,fm4,2021-04-27 01:30:02.842935
Tirzah - Send Me | FM4 Zimmerservice,fm4,2021-04-18 18:15:01.949297
Titus Probst & On Bells - Wild Love | FM4 Sound Selection Charts,fm4,2021-04-20 01:30:01.964386
Tkay Maidza - Where Is My Mind | FM4 Homebase,fm4,2021-04-19 17:06:03.053392
Tkay Maidza - Where Is My Mind | FM4 Morning Show,fm4,2021-04-27 05:33:02.950177
Tkay Maidza - Where Is My Mind | FM4 Sleepless,fm4,2021-04-21 23:42:02.055336
"Tkay Maidza - Where Is My Mind | FM4 You're At Home, Baby!",fm4,2021-05-01 09:12:02.252322
Toby Whyle - No One Moves | FM4 Connected,fm4,2021-04-19 16:54:02.972815
Toby Whyle - No One Moves | FM4 Morning Show,fm4,2021-04-24 05:06:03.134265
"Toby Whyle - Quiet The Silence | FM4 You're At Home, Baby!",fm4,2021-04-20 10:42:03.057033
"Tocotronic - Die Erwachsenen | FM4 You're At Home, Baby!",fm4,2021-04-20 10:09:02.466735
Todd Terje - Inspector Norse | FM4 Hallo FM4,fm4,2021-04-25 11:39:02.537449
"Toledo - Sunday Funday | FM4 You're At Home, Baby!",fm4,2021-04-29 11:54:02.848615
Tom Gregory - Fingertips,radiowien,2021-04-30 03:09:03.578379
Tom Gregory - Rather Be You,oe3,2021-05-01 04:36:02.007582
Tom Gregory - River,oe3,2021-05-02 04:45:01.951064
Tom Gregory - Small Steps,oe3,2021-04-24 10:21:01.432442
Tom Jobim - Agua De Beber (Rmx) | FM4 Hallo FM4,fm4,2021-04-25 13:12:02.536862
"Tom Jones  neues Album ""Surrounded By Time""",radiowien,2021-04-23 04:54:01.756423
Tom Jones - Black Betty,oe3,2021-04-24 19:42:01.231353
Tom Jones - If I Only Knew,radiowien,2021-04-28 09:18:01.929106
Tom Jones - It's Not Unusual,radiowien,2021-04-30 01:57:02.964734
Tom Jones - She's A Lady,radiowien,2021-05-02 04:42:02.611458
Tom Morello & Pussy Riot - Weather Strike | FM4 Connected,fm4,2021-04-30 14:27:05.135751
Tom Odell - Another Love (Remix),oe3,2021-04-27 20:09:01.405043
Tom Pettings Hertzattacken - Bis zum Himalaya,radiowien,2021-04-25 20:27:02.042161
Tom Petty & The Heartbreakers - Don't Come Around Here No More,radiowien,2021-04-30 23:57:01.760895
Tom Petty & The Heartbreakers - Into The Great Wide Open,radiowien,2021-04-22 11:51:02.462264
Tom Petty & The Heartbreakers - Learning To Fly,radiowien,2021-05-01 15:12:02.455002
Tom Petty & The Heartbreakers - Learning to Fly,oe3,2021-04-22 09:09:01.351150
Tom Petty & The Heartbreakers - Mary Jane's Last Dance,radiowien,2021-04-28 22:21:02.628865
Tom Petty - Free Fallin',oe3,2021-04-30 23:15:01.403925
Tom Petty - I Won't Back Down,radiowien,2021-05-01 06:06:02.752523
Tones And I - Dance Monkey,oe3,2021-04-27 07:15:01.631991
Tones And I: Fly Away,oe3,2021-04-28 19:57:01.366234
Toni Braxton - I Don't Want To,radiowien,2021-04-27 21:36:02.005724
Toni Braxton - Un-Break My Heart,radiowien,2021-04-28 14:09:02.604201
Tony Allen - Cosmosis (feat. Ben Okri & Skepta) | FM4 Homebase,fm4,2021-04-21 17:42:04.567127
Tony Bennett & Amy Winehouse - Body And Soul,radiowien,2021-04-24 20:30:02.436875
Tony Carey - Room With A View,radiowien,2021-04-30 07:33:02.449615
Tony Esposito - Kalimba De Luna,radiowien,2021-04-30 22:45:02.556588
Tony Renis - Quando Quando Quando (Subtitulada),radiowien,2021-04-30 12:48:02.559862
Topic feat. A7S - Breaking Me,oe3,2021-05-02 02:00:01.256185
Toploader - Dancing In The Moonlight,radiowien,2021-05-01 11:45:02.363534
Toploader - Dancing in the Moonlight,oe3,2021-05-02 02:57:01.657704
"Torben & Joe - Money Is Your Blood | FM4 You're At Home, Baby!",fm4,2021-04-28 09:54:02.752685
Toro Y Moi - Empty Nesters | FM4 Morning Show,fm4,2021-05-02 04:15:04.767054
"Toro Y Moi - Freelance | FM4 You're At Home, Baby!",fm4,2021-04-21 10:12:02.654156
Tosca - Honey | FM4 Sound Selection Classic,fm4,2021-04-30 02:30:02.851522
Tosca ft. Earl Zinger - Wonderful | FM4 Morning Show,fm4,2021-04-20 07:39:02.166566
Totally Enormous Extinct Dinosaurs - Garden | FM4 Homebase,fm4,2021-04-28 18:42:02.445715
Toto - 99,radiowien,2021-04-18 15:54:02.040120
Toto - Africa,radiowien,2021-04-29 20:45:02.645420
Toto - Georgy Porgy,radiowien,2021-04-30 17:54:02.156133
Toto - Hold The Line,radiowien,2021-04-28 03:27:02.636385
Toto - I Will Remember,radiowien,2021-04-23 01:33:02.549995
Toto - Pamela,radiowien,2021-04-27 00:57:01.548785
Toto - Rosanna,radiowien,2021-05-01 06:18:02.450415
"Tove Lo ft Charli XCX, Icona Pop, Elliphant, ALMA - Bitches",fm4,2021-04-24 10:09:03.142445
Tracy Chapman - Baby Can I Hold You,oe3,2021-04-30 07:21:00.916613
Tracy Chapman - Fast Car,radiowien,2021-04-29 14:42:01.951681
Tracy Chapman - For My Lover,radiowien,2021-04-30 17:15:03.348233
Tracy Chapman - Talkin' Bout A Revolution,radiowien,2021-05-01 18:39:01.552277
Train - Drive By,radiowien,2021-04-26 05:36:01.947912
Train - Drive by,oe3,2021-04-28 13:15:01.292012
Train - Drops of Jupiter,radiowien,2021-04-30 04:45:02.093102
Train - Drops of Jupiter (Tell Me),oe3,2021-04-28 00:54:01.004573
Train - Play That Song,oe3,2021-05-01 05:27:01.503175
Traveling Wilburys - End Of The Line,radiowien,2021-04-30 16:21:02.763225
Traveling Wilburys - Handle With Care,radiowien,2021-04-24 22:06:02.840104
Travis - Sing,radiowien,2021-04-26 06:12:02.229830
TrentemoellerAne Brun - Moan | FM4 Morning Show,fm4,2021-04-21 07:57:02.864192
Trettmann & KitschKrieg ft Alli Neumann - Zeit Steht,fm4,2021-05-01 10:36:03.950849
Tricky Francesca Belmonte - Is That Your Life (rx),fm4,2021-04-24 07:48:02.230805
Triggerfinger - I Follow Rivers,radiowien,2021-05-01 13:39:02.653393
Trio Rio - New York - Rio - Tokyo,radiowien,2021-05-01 16:06:02.851018
Tser ft Slav - Vtown (Odrizz Mix) | FM4 Top FM4,fm4,2021-04-23 17:33:02.152886
Tunnelvisions - Guava | FM4 Connected,fm4,2021-04-26 13:21:02.563469
Turbobier - VHS,oe3,2021-04-26 21:27:01.717047
Twenty One Pilots - Ride,oe3,2021-04-25 13:42:00.942084
Twenty One Pilots - Shy Away,oe3,2021-04-20 21:54:01.533688
Twenty One Pilots - Shy Away | FM4 Connected,fm4,2021-04-28 15:06:02.340442
Twenty One Pilots - Shy Away | FM4 Hallo FM4,fm4,2021-04-18 12:06:02.649846
Twenty One Pilots - Shy Away | FM4 Homebase,fm4,2021-04-21 18:45:01.997564
Twenty One Pilots - Shy Away | FM4 Morning Show,fm4,2021-05-02 06:36:03.105207
Twenty One Pilots - Shy Away | FM4 Sleepless,fm4,2021-04-27 23:21:01.728973
Twenty One Pilots - Shy Away | FM4 Sound Selection Charts,fm4,2021-04-27 02:12:02.355317
"Twenty One Pilots - Shy Away | FM4 You're At Home, Baby!",fm4,2021-04-30 10:06:03.398964
Twenty One Pilots - Stressed Out,oe3,2021-04-21 11:57:01.723688
Twin Shadow - Johnny & Jonnie | FM4 Connected,fm4,2021-04-21 16:18:02.867590
Twin Shadow - Johnny & Jonnie | FM4 Homebase,fm4,2021-04-28 17:36:02.051293
Twin Shadow - Johnny & Jonnie | FM4 Morning Show,fm4,2021-04-27 04:18:03.338178
Twin Shadow - Johnny & Jonnie | FM4 Sleepless,fm4,2021-04-22 00:57:02.851077
Twin Shadow - Johnny & Jonnie | FM4 Sound Selection Charts,fm4,2021-04-20 01:21:02.860901
Twin Shadow - Johnny & Jonnie | FM4 Sunny Side Up,fm4,2021-04-25 10:42:01.933398
"Twin Shadow - Johnny & Jonnie | FM4 You're At Home, Baby!",fm4,2021-05-01 09:27:02.954345
Two Bears - Not This Time | FM4 Morning Show,fm4,2021-04-24 05:57:04.633424
Two Door Cinema Club - Are We Ready (Wreck),fm4,2021-04-20 11:39:02.251682
Two Door Cinema Club - Are We Ready (Wreck) | FM4 Morning Show,fm4,2021-04-28 06:39:02.436770
Two Door Cinema Club - Are We Ready (Wreck) | FM4 Sleepless,fm4,2021-04-30 03:51:02.118528
Two Door Cinema Club - Dirty Air | FM4 Morning Show,fm4,2021-04-26 06:33:01.745736
Two Door Cinema Club - Handshake | FM4 Morning Show,fm4,2021-04-30 05:42:06.353381
Two Door Cinema Club - Something Good Can Work | FM4 Sleepless,fm4,2021-04-20 03:42:02.163327
Two Door Cinema Club - Talk | FM4 Morning Show,fm4,2021-04-22 07:39:02.556748
Two In One - Taste Of Love,radiowien,2021-05-01 20:18:01.852623
Twocolors - Lovefool,oe3,2021-05-02 00:27:01.253143
"Tyler, The Creator - EARFQUAKE | FM4 You're At Home, Baby!",fm4,2021-04-27 11:09:02.949111
Typically Tropical - Barbados,radiowien,2021-05-01 01:24:02.359116
U2 - Angel Of Harlem,radiowien,2021-04-28 17:21:01.945640
U2 - Beautiful Day,radiowien,2021-04-24 14:42:02.054957
U2 - I Still Haven't Found What I'm Looking for,oe3,2021-04-24 13:15:01.295687
U2 - Mysterious Ways,radiowien,2021-04-29 18:51:02.550242
U2 - New Year's Day,radiowien,2021-04-22 14:57:02.371775
U2 - One,radiowien,2021-04-26 19:54:01.739359
U2 - Pride,radiowien,2021-04-22 22:21:01.850238
U2 - Sunday Bloody Sunday,radiowien,2021-04-27 01:48:01.338080
U2 - Sweetest Thing,radiowien,2021-04-29 04:57:02.231955
U2 - Where The Streets Have No Name,radiowien,2021-05-01 03:18:01.948490
U2 - Where the Streets Have No Name,oe3,2021-04-30 15:39:01.144557
U2 - With Or Without You,radiowien,2021-04-30 07:06:01.912118
U2 - With or Without You,oe3,2021-04-27 02:15:01.531049
UB 40 - Can't Help Falling In Love,radiowien,2021-04-30 09:51:03.259223
UB 40 - Red Red Wine,radiowien,2021-04-30 18:06:02.648734
UB 40Chrissie Hynde - I Got You Babe,radiowien,2021-04-28 23:39:04.171230
UB40 - Kingston Town,oe3,2021-04-25 17:21:03.448755
US 3 - Cantaloop,radiowien,2021-04-26 01:30:02.249807
USA For Africa - We Are The World,radiowien,2021-04-19 16:18:02.558862
USA For Africa - We Are the World,oe3,2021-04-28 17:39:00.940120
Udo Juergens - Was Ich Dir Sagen Will,radiowien,2021-04-20 01:48:02.075514
Udo Lindenberg - Ich lieb Dich ueberhaupt nicht mehr,radiowien,2021-04-26 23:18:01.338836
Ugly Kid Joe - Cats In The Cradle,radiowien,2021-04-22 13:27:02.254044
Ulli Baeer - Alle Lichter,radiowien,2021-04-25 18:54:02.330997
Ulrich Drechsler ft. Loretta Who - Evidence,fm4,2021-04-28 01:30:02.592176
Ulrich Drechsler ft. Loretta Who - Evidence | FM4 Sleepless,fm4,2021-04-22 23:03:02.614034
Ultravox - Dancing With Tears In My Eyes,radiowien,2021-04-20 05:57:01.950895
Ultravox - Dancing with Tears in My Eyes,oe3,2021-04-22 16:21:01.543441
Umberto Tozzi - Stella Stai,radiowien,2021-04-27 21:57:02.930623
Umberto Tozzi - Ti Amo,radiowien,2021-04-25 05:39:02.230230
Umberto Tozzi - Tu,radiowien,2021-05-01 07:21:03.684799
Umberto TozziRaf - Gente Di Mare,radiowien,2021-04-24 16:39:02.028962
Umfrage: Was halten Sie von einem Pfandsystem??,radiowien,2021-04-28 05:51:01.640253
Umme Block - 25 Hours | FM4 Fivas Ponyhof,fm4,2021-04-25 17:00:02.540848
Uncle Kracker - Follow Me,radiowien,2021-04-30 15:12:02.453716
Unique 2 - Break My Stride,radiowien,2021-04-28 21:51:02.648044
Unique 2 - I Still Go On,radiowien,2021-04-21 20:21:01.968545
Unique 2 - The Way I Need To Go,radiowien,2021-04-26 01:15:02.144136
Unique2Sheila Fernandez - Colours,radiowien,2021-04-18 18:21:02.252188
Unkle - Do Yourself Some Good (Ronin Throwdown),fm4,2021-05-02 04:57:02.818428
Unkle - Do Yourself Some Good (Ronin Throwdown) | FM4 Connected,fm4,2021-04-20 15:12:01.856707
Unlimited mit DJ Beware,fm4,2021-04-29 12:03:03.156183
Urban Ego - Freezin',oe3,2021-04-28 00:30:01.448887
Urbs ft. R.A. The Rugged Man & Big Earth - Hands Up,fm4,2021-04-26 14:06:03.991865
Urge Overkill - Girl You'll Be A Woman Soon,radiowien,2021-04-30 12:45:02.650807
"Urge Overkill - Girl, You'll Be a Woman Soon",oe3,2021-04-23 06:36:01.524519
Uriah Heep - Free Me,radiowien,2021-05-01 00:24:02.160104
Us It Up feat. Delfina - Gonna Get Along Without You Now,radiowien,2021-04-29 15:57:01.855653
Usher - More,oe3,2021-04-29 09:54:01.444996
