,name,station,date,artist,song
14264,Passenger - Anywhere,oe3,2021-04-25 15:00:03.604179,Passenger , Anywhere
14265,Passenger - Holes,radiowien,2021-05-02 04:45:02.756588,Passenger , Holes
14266,Passenger - Let Her Go,oe3,2021-04-29 01:45:02.012755,Passenger , Let Her Go
14267,Passion Pit - The Reeling ,fm4,2021-04-23 01:15:05.266908,Passion Pit , The Reeling 
14268,Patrice - Soulstorm ,fm4,2021-04-25 18:45:03.129802,Patrice , Soulstorm 
14269,Patrick Nuo - Beautiful,radiowien,2021-05-01 03:12:02.249027,Patrick Nuo , Beautiful
14270,Patrick Swayze - She's Like The Wind,radiowien,2021-04-24 23:33:01.747510,Patrick Swayze , She's Like The Wind
14271,Patrick Wolf - The Magic Position ,fm4,2021-04-30 06:06:02.253463,Patrick Wolf , The Magic Position 
14272,Patrick Wolf - Time Of My Life ,fm4,2021-05-02 04:33:02.874178,Patrick Wolf , Time Of My Life 
14273,Patsy Gallant - From New York To L. A.,radiowien,2021-04-28 08:21:02.128843,Patsy Gallant , From New York To L. A.
14274,Patti Smith - Because The Night,radiowien,2021-04-27 15:48:04.144922,Patti Smith , Because The Night
14275,Patti Smith - People Have The Power,radiowien,2021-04-26 14:42:02.558113,Patti Smith , People Have The Power
14276,Patty SmythDon Henley - Sometimes Love Just Ain't Enough,radiowien,2021-04-28 11:24:02.440398,Patty SmythDon Henley , Sometimes Love Just Ain't Enough
14277,Paul Carrack - I Need You,radiowien,2021-04-30 13:18:02.650340,Paul Carrack , I Need You
14278,Paul Davis - '65 Love Affair,radiowien,2021-04-27 17:48:02.553581,Paul Davis , '65 Love Affair
14279,Paul Gosh feat. Stella - The Extra Mile,radiowien,2021-04-26 00:39:02.336039,Paul Gosh feat. Stella , The Extra Mile
14280,Paul Kalkbrenner - Sky & Sand ,fm4,2021-04-20 07:09:03.358640,Paul Kalkbrenner , Sky & Sand 
14281,Paul McCartney  Michael Jackson - Say Say Say,oe3,2021-04-21 17:42:04.005730,Paul McCartney  Michael Jackson , Say Say Say
14282,Paul McCartney & Wings - Band On The Run,radiowien,2021-04-18 12:45:02.336993,Paul McCartney & Wings , Band On The Run
14283,Paul McCartney & Wings - Silly Love Songs,radiowien,2021-04-23 14:51:01.568075,Paul McCartney & Wings , Silly Love Songs
14284,Paul McCartney - Another Day,radiowien,2021-04-26 21:48:03.038885,Paul McCartney , Another Day
14285,Paul McCartney - Hope Of Deliverance,radiowien,2021-04-29 18:00:02.358981,Paul McCartney , Hope Of Deliverance
14286,Paul Plut - B320 ,fm4,2021-04-26 03:33:02.846630,Paul Plut , B320 
14287,Paul Plut - Grat ,fm4,2021-04-26 03:30:02.130913,Paul Plut , Grat 
14288,Paul Plut - Schwarze Finger ,fm4,2021-04-26 03:42:02.728925,Paul Plut , Schwarze Finger 
14289,Paul Plut - Sunn ,fm4,2021-04-26 03:48:03.309868,Paul Plut , Sunn 
14290,Paul Ruben - The Last Fish ,fm4,2021-04-23 14:54:02.251225,Paul Ruben , The Last Fish 
14291,Paul Ruben - These Days ,fm4,2021-04-21 01:09:03.363054,Paul Ruben , These Days 
14292,Paul Simon - Graceland,radiowien,2021-04-21 07:57:02.451180,Paul Simon , Graceland
14293,Paul Simon - Kodachrome,radiowien,2021-04-28 14:36:01.447108,Paul Simon , Kodachrome
14294,Paul Simon - Late In The Evening,radiowien,2021-04-25 06:36:02.831103,Paul Simon , Late In The Evening
14295,Paul Simon - Loves Me Like A Rock,radiowien,2021-04-25 16:09:02.035546,Paul Simon , Loves Me Like A Rock
14296,Paul Simon - Me And Julio Down By The Schoolyard,radiowien,2021-04-28 04:48:02.234303,Paul Simon , Me And Julio Down By The Schoolyard
14297,Paul Simon - You Can Call Me Al,radiowien,2021-05-01 14:24:02.456012,Paul Simon , You Can Call Me Al
14298,Paul Young - Come Back And Stay,radiowien,2021-04-30 12:57:02.264880,Paul Young , Come Back And Stay
14299,Paul Young - Love Of The Common People,radiowien,2021-04-29 09:42:03.854781,Paul Young , Love Of The Common People
14300,"Paul erinnert ""In My Head"" von ""We Are Scientists"" an eine l ...",fm4,2021-04-18 11:21:02.041554,"Paul erinnert ""In My Head"" von ""We Are Scientists"" an eine l ...","Paul erinnert ""In My Head"" von ""We Are Scientists"" an eine l ..."
14301,Paula Abdul - Rush Rush,radiowien,2021-04-28 01:30:02.345983,Paula Abdul , Rush Rush
14302,Paula Abdul - Straight Up,oe3,2021-04-28 18:45:01.655800,Paula Abdul , Straight Up
14303,Paulina Czienskowski & Yassin - Taube (feat. Schmyt),fm4,2021-04-18 15:15:02.843865,Paulina Czienskowski & Yassin , Taube (feat. Schmyt)
14304,Pauls Jets - Die dunklen Prinzessinnen der Nacht ,fm4,2021-04-26 01:03:01.946206,Pauls Jets , Die dunklen Prinzessinnen der Nacht 
14305,Pauls Jets - Diese Villa Ist Verlassen ,fm4,2021-04-22 03:24:02.450922,Pauls Jets , Diese Villa Ist Verlassen 
14306,Pauls Jets - Eiszeit ,fm4,2021-04-20 16:45:02.664373,Pauls Jets , Eiszeit 
14307,Pauls Jets - Eiszeit ,fm4,2021-04-24 06:57:02.229832,Pauls Jets , Eiszeit 
14308,Pauls Jets - Eiszeit ,fm4,2021-04-29 00:15:01.643259,Pauls Jets , Eiszeit 
14309,Peaches & Herb - Reunited,radiowien,2021-04-24 10:54:02.130253,Peaches & Herb , Reunited
14310,Pearl Jam - Alive ,fm4,2021-04-29 15:57:02.359249,Pearl Jam , Alive 
14311,Pedro Capo & Farruko - Calma (Alan Walker Remix),oe3,2021-05-02 04:54:01.113959,Pedro Capo & Farruko , Calma (Alan Walker Remix)
14312,Percy Sledge - When A Man Loves A Woman,radiowien,2021-04-30 00:36:01.948345,Percy Sledge , When A Man Loves A Woman
14313,Pet Shop Boys - Always On My Mind,radiowien,2021-04-30 21:06:01.849275,Pet Shop Boys , Always On My Mind
14314,Pet Shop Boys - Can You Forgive Her?,radiowien,2021-04-21 07:27:01.953752,Pet Shop Boys , Can You Forgive Her?
14315,Pet Shop Boys - Go West,radiowien,2021-05-01 14:06:02.953778,Pet Shop Boys , Go West
14316,Pet Shop Boys - It's A Sin,radiowien,2021-04-29 15:54:02.762532,Pet Shop Boys , It's A Sin
14317,Pet Shop Boys - West End Girls,radiowien,2021-04-30 03:21:01.658480,Pet Shop Boys , West End Girls
14318,Peter Allen - I Go To Rio,radiowien,2021-04-29 13:54:01.863413,Peter Allen , I Go To Rio
14319,Peter Andre - Mysterious Girl,radiowien,2021-04-28 06:45:02.228377,Peter Andre , Mysterious Girl
14320,Peter Bjorn And John - Young Folks ,fm4,2021-04-22 13:54:02.628315,Peter Bjorn And John , Young Folks 
14321,Peter Cetera - Glory Of Love,radiowien,2021-04-21 23:33:02.167152,Peter Cetera , Glory Of Love
14322,Peter Cornelius - Du entschuldige - i kenn di,radiowien,2021-04-26 05:39:02.035203,Peter Cornelius ,Peter Cornelius 
14323,Peter Cornelius - Du entschuldige i kenn di,oe3,2021-04-30 15:54:02.278047,Peter Cornelius , Du entschuldige i kenn di
14324,Peter Cornelius - Ganz Wien hat den Blues,radiowien,2021-04-30 18:39:02.349377,Peter Cornelius , Ganz Wien hat den Blues
14325,Peter Cornelius - Reif fuer die Insel,radiowien,2021-05-02 04:18:01.810948,Peter Cornelius , Reif fuer die Insel
14326,Peter Cornelius - Reif fÃ¼r die Insel,oe3,2021-05-01 08:39:01.934408,Peter Cornelius , Reif fÃ¼r die Insel
14327,Peter Cornelius - Segel im Wind,oe3,2021-04-30 10:51:01.800276,Peter Cornelius , Segel im Wind
14328,Peter Cruseder - Words ,fm4,2021-04-21 08:24:03.111836,Peter Cruseder , Words 
14329,Peter Doherty & The Puta Madres - Who's Been Having You Over,fm4,2021-04-24 14:18:02.436097,Peter Doherty & The Puta Madres , Who's Been Having You Over
14330,Peter Duke - Run 2 You,radiowien,2021-04-19 22:18:01.851306,Peter Duke , Run 2 You
14331,Peter Duke - Victorious,radiowien,2021-04-25 18:15:02.937251,Peter Duke , Victorious
14332,Peter DukeShine - Knock On My Door,radiowien,2021-04-26 12:57:01.929532,Peter DukeShine , Knock On My Door
14333,Peter Fox - Lok Auf 2 Beinen ,fm4,2021-04-29 02:45:01.940656,Peter Fox , Lok Auf 2 Beinen 
14334,Peter Gabriel - Games Without Frontiers,oe3,2021-04-18 19:12:04.578504,Peter Gabriel , Games Without Frontiers
14335,Peter Gabriel - Sledgehammer,radiowien,2021-04-28 06:36:02.152740,Peter Gabriel , Sledgehammer
14336,Peter Gabriel - Solsbury Hill,radiowien,2021-04-30 19:24:02.648237,Peter Gabriel , Solsbury Hill
14337,Peter Gabriel Kate Bush - Don't Give Up,radiowien,2021-04-25 13:27:02.029331,Peter Gabriel Kate Bush , Don't Give Up
14338,Peter Piek - Summer Holiday ,fm4,2021-04-27 04:54:02.738601,Peter Piek , Summer Holiday 
14339,Peter Schilling - Major Tom (voellig losgeloest),radiowien,2021-04-30 03:57:02.350485,Peter Schilling , Major Tom (voellig losgeloest)
14340,Peter The Human Boy & Joe Traxler - Waiting For A Sign,fm4,2021-04-22 18:00:01.863460,Peter The Human Boy & Joe Traxler , Waiting For A Sign
14341,Peter The Human Boy Ã¼ber seine neue Single mit Joe Traxler,fm4,2021-04-22 17:57:02.654003,Peter The Human Boy Ã¼ber seine neue Single mit Joe Traxler,Peter The Human Boy Ã¼ber seine neue Single mit Joe Traxler
14342,Peter Zirbs - Locked In (ft. Craig Walker) ,fm4,2021-04-21 04:12:02.743167,Peter Zirbs , Locked In (ft. Craig Walker) 
14343,"Peter, Paul & Mary - Leaving On A Jet Plane",radiowien,2021-05-01 21:18:01.452091,"Peter, Paul & Mary ", Leaving On A Jet Plane
14344,Petsch Moser - Schöner Ort ,fm4,2021-04-23 02:51:04.957981,Petsch Moser , Schöner Ort 
14345,Petula Clark - Downtown,radiowien,2021-04-28 21:12:02.638802,Petula Clark , Downtown
14346,Pflanzentipp: GemÃ¼se auf dem Balkon,radiowien,2021-05-01 14:21:02.250870,Pflanzentipp: GemÃ¼se auf dem Balkon,Pflanzentipp: GemÃ¼se auf dem Balkon
14347,Ph. D. - I Won't Let You Down,radiowien,2021-05-01 21:00:02.153649,Ph. D. , I Won't Let You Down
14348,Phantom Planet - California,oe3,2021-04-29 23:57:02.149589,Phantom Planet , California
14349,Phantom Planet - California ,fm4,2021-04-29 06:21:02.648898,Phantom Planet , California 
14350,Pharrell Williams - Happy,oe3,2021-05-02 07:15:01.200541,Pharrell Williams , Happy
14351,Phenomenal Handclap Band - Do What You Like ,fm4,2021-04-23 16:33:02.361991,Phenomenal Handclap Band , Do What You Like 
14352,Phil Carmen - On My Way In L.A.,radiowien,2021-04-27 07:12:02.059632,Phil Carmen , On My Way In L.A.
14353,Phil Collins - Against All Odds,oe3,2021-04-28 16:21:01.523336,Phil Collins , Against All Odds
14354,Phil Collins - Against All Odds (Take A Look At Me Now),radiowien,2021-05-02 00:36:02.253574,Phil Collins , Against All Odds (Take A Look At Me Now)
14355,Phil Collins - Another Day In Paradise,radiowien,2021-04-30 11:09:02.451657,Phil Collins , Another Day In Paradise
14356,Phil Collins - Can't Stop Loving You,radiowien,2021-05-02 08:33:02.654084,Phil Collins , Can't Stop Loving You
14357,Phil Collins - Dance Into The Light,radiowien,2021-05-01 12:54:01.851631,Phil Collins , Dance Into The Light
14358,Phil Collins - Do You Remember,radiowien,2021-04-18 22:24:02.207596,Phil Collins , Do You Remember
14359,Phil Collins - Groovy Kind Of Love,radiowien,2021-04-26 09:39:02.137523,Phil Collins , Groovy Kind Of Love
14360,Phil Collins - In The Air Tonight,radiowien,2021-04-29 15:18:01.813880,Phil Collins , In The Air Tonight
14361,Phil Collins - In the Air Tonight,oe3,2021-04-29 00:15:01.229687,Phil Collins , In the Air Tonight
14362,Phil Collins - In the Air Tonight (Live),oe3,2021-04-30 16:24:01.971911,Phil Collins , In the Air Tonight (Live)
14363,Phil Collins - It's In Your Eyes,radiowien,2021-04-29 21:45:02.750155,Phil Collins , It's In Your Eyes
14364,Phil Collins - One More Night,radiowien,2021-04-27 23:51:02.040519,Phil Collins , One More Night
14365,Phil Collins - Something Happened On The Way To Heaven,radiowien,2021-04-27 05:09:02.139455,Phil Collins , Something Happened On The Way To Heaven
14366,Phil Collins - Two Hearts,radiowien,2021-04-25 21:06:02.647096,Phil Collins , Two Hearts
14367,Phil Collins - You Can't Hurry Love,radiowien,2021-04-28 07:06:02.451634,Phil Collins , You Can't Hurry Love
14368,Phil Collins - You'll Be In My Heart,radiowien,2021-05-01 20:06:02.152583,Phil Collins , You'll Be In My Heart
14369,Phil Collins - You'll Be in My Heart,oe3,2021-04-30 09:39:01.476471,Phil Collins , You'll Be in My Heart
14370,Philip Bailey & Phil Collins - Easy Lover,radiowien,2021-04-25 14:33:02.329277,Philip Bailey & Phil Collins , Easy Lover
14371,Phoebe Bridgers - Kyoto ,fm4,2021-04-25 05:30:01.636013,Phoebe Bridgers , Kyoto 
14372,Phoebe Bridgers - Kyoto ,fm4,2021-04-29 03:54:03.138781,Phoebe Bridgers , Kyoto 
14373,Phoenix - Everything Is Everything ,fm4,2021-04-28 00:33:02.046404,Phoenix , Everything Is Everything 
14374,Phoenix - J-Boy ,fm4,2021-04-22 06:42:02.752932,Phoenix ,Phoenix 
14375,Pilots On Dope - Isto E Samba (Stereotyp Rmx),fm4,2021-04-25 08:42:04.006398,Pilots On Dope , Isto E Samba (Stereotyp Rmx)
14376,Pink  Nate Ruess - Just Give Me One Reason,oe3,2021-04-27 18:45:02.011603,Pink  Nate Ruess , Just Give Me One Reason
14377,Pink & Nate Ruess - Just Give Me A Reason,radiowien,2021-04-28 17:39:01.744702,Pink & Nate Ruess , Just Give Me A Reason
14378,Pink & Willow Sage Hart - Cover Me In Sunshine,radiowien,2021-04-29 15:27:02.662152,Pink & Willow Sage Hart , Cover Me In Sunshine
14379,Pink & Willow Sage Hart - Cover Me in Sunshine,oe3,2021-05-01 05:06:01.248546,Pink & Willow Sage Hart , Cover Me in Sunshine
14380,Pink - A Million Dreams,radiowien,2021-04-30 13:15:02.440834,Pink , A Million Dreams
14381,Pink - Beautiful Trauma,radiowien,2021-05-02 01:21:01.461590,Pink , Beautiful Trauma
14382,Pink - Blow Me (One Last Kiss),oe3,2021-05-01 07:24:01.541271,Pink , Blow Me (One Last Kiss)
14383,Pink - Dear Mr. President,oe3,2021-04-25 13:54:04.329812,Pink , Dear Mr. President
14384,Pink - Fuckin' Perfect,radiowien,2021-04-26 01:33:02.340403,Pink , Fuckin' Perfect
14385,Pink - Raise Your Glass,oe3,2021-05-01 10:51:01.056083,Pink , Raise Your Glass
14386,Pink - Sober,oe3,2021-04-19 03:42:02.153289,Pink , Sober
14387,Pink - Try,oe3,2021-04-19 11:39:01.216428,Pink , Try
14388,Pink - Walk Me Home,oe3,2021-04-30 04:36:02.651941,Pink , Walk Me Home
14389,Pink - What about us,radiowien,2021-04-26 11:54:02.829700,Pink , What about us
14390,Pink - Who Knew,oe3,2021-04-22 07:18:01.753746,Pink , Who Knew
14391,Pink Floyd   Yello  neue Album-VÃs 2021,radiowien,2021-04-30 04:27:02.396591,Pink Floyd   Yello  neue Album,VÃs 2021
14392,Pink Floyd - Another Brick In The Wall,radiowien,2021-04-23 15:18:02.252285,Pink Floyd , Another Brick In The Wall
14393,Pink Floyd - Another Brick in the Wall,oe3,2021-04-20 17:24:00.950624,Pink Floyd , Another Brick in the Wall
14394,Pink Floyd - Money,radiowien,2021-04-30 22:30:02.348743,Pink Floyd , Money
14395,Pink Indigo Girls - Dear Mr.President,radiowien,2021-04-26 06:42:01.935355,Pink Indigo Girls , Dear Mr.President
14396,Pink feat. Cash Cash - Can We Pretend,oe3,2021-05-02 06:18:01.454515,Pink feat. Cash Cash , Can We Pretend
14397,Pinpilinpussies - Noventas ,fm4,2021-04-28 00:27:01.828663,Pinpilinpussies , Noventas 
14398,Pinpilinpussies - Noventas ,fm4,2021-04-19 10:48:02.302975,Pinpilinpussies , Noventas 
14399,Pippa - Wien du machst mich verrückt ,fm4,2021-04-26 04:00:02.430515,Pippa , Wien du machst mich verrückt 
14400,Pitbull  Christina Aguilera - Feel This Moment,oe3,2021-04-28 22:21:02.228344,Pitbull  Christina Aguilera , Feel This Moment
14401,Pitbull - Back in Time,oe3,2021-05-02 03:36:00.913751,Pitbull , Back in Time
14402,Pitbull feat. Ke$ha - Timber,oe3,2021-04-29 01:18:00.843459,Pitbull feat. Ke$ha , Timber
14403,"Pitbull feat. Ne-Yo, Afrojack & Nayer - Give Me Everything",oe3,2021-04-26 18:36:01.875810,Pitbull feat. Ne,Pitbull feat. Ne
14404,Pixies - Catfish Kate ,fm4,2021-04-19 16:03:02.660006,Pixies , Catfish Kate 
14405,"Pizzera & Jaus - Danke, gut!",oe3,2021-04-30 18:42:01.802727,Pizzera & Jaus ," Danke, gut!"
14406,Pizzera & Jaus - Eine ins Leben,oe3,2021-04-30 04:45:01.304809,Pizzera & Jaus , Eine ins Leben
14407,Pizzera & Jaus - Hooligans,oe3,2021-04-19 22:24:01.511587,Pizzera & Jaus , Hooligans
14408,Pizzera & Jaus - Kaleidoskop,oe3,2021-04-19 19:54:01.860186,Pizzera & Jaus , Kaleidoskop
14409,Pizzera & Jaus - liebe zum mitnehmen,oe3,2021-04-29 21:33:02.028662,Pizzera & Jaus , liebe zum mitnehmen
14410,"Pizzera & Jaus - wer, wenn net du",oe3,2021-05-02 08:24:01.441014,Pizzera & Jaus ," wer, wenn net du"
14411,Placebo - Every You Every Me (MTV Unplugged),fm4,2021-05-01 11:18:02.157687,Placebo , Every You Every Me (MTV Unplugged)
14412,Placebo - Johnny & Mary ,fm4,2021-04-22 10:06:02.562379,Placebo , Johnny & Mary 
14413,PlanningToRock - Transome ,fm4,2021-04-21 15:42:02.751282,PlanningToRock , Transome 
14414,Platos Dream - Waterfall ,fm4,2021-04-26 10:45:02.544116,Platos Dream , Waterfall 
14415,Please Madame - Shadows,oe3,2021-04-21 21:51:01.427380,Please Madame , Shadows
14416,Podcast: Ambra fragt Michi Buchinger über seine Privatsphäre,fm4,2021-04-24 04:15:02.389178,Podcast: Ambra fragt Michi Buchinger über seine Privatsphäre,Podcast: Ambra fragt Michi Buchinger über seine Privatsphäre
14417,Podcast: Ambra fragt Sara Hassan,fm4,2021-04-30 11:45:02.246774,Podcast: Ambra fragt Sara Hassan,Podcast: Ambra fragt Sara Hassan
14418,Pointer Sisters - Fire,radiowien,2021-04-25 02:51:02.728782,Pointer Sisters , Fire
14419,Pointer Sisters - I'm So Excited,radiowien,2021-04-24 07:33:02.222615,Pointer Sisters , I'm So Excited
14420,Pointer Sisters - Jump,radiowien,2021-04-26 11:06:02.030436,Pointer Sisters , Jump
14421,Pointer Sisters - Slow Hand,radiowien,2021-04-30 16:00:02.300832,Pointer Sisters , Slow Hand
14422,Poison - Every Rose Has Its Thorn,radiowien,2021-04-30 10:36:02.154304,Poison , Every Rose Has Its Thorn
14423,Poldoore - In Your Head ,fm4,2021-04-22 02:21:04.073164,Poldoore , In Your Head 
14424,Poldoore - In Your Head ,fm4,2021-04-18 09:24:03.637763,Poldoore , In Your Head 
14425,Polica - Lime Habit ,fm4,2021-04-23 09:12:02.763382,Polica , Lime Habit 
14426,"Police - De Do Do Do, De Da Da Da",radiowien,2021-04-21 10:39:01.637919,Police ," De Do Do Do, De Da Da Da"
14427,Police - Don't Stand So Close To Me,radiowien,2021-05-01 08:57:02.455845,Police , Don't Stand So Close To Me
14428,Police - Every Breath You Take,radiowien,2021-04-27 00:06:02.239879,Police , Every Breath You Take
14429,Police - Every Little Thing She Does Is Magic,radiowien,2021-04-24 05:15:02.055969,Police , Every Little Thing She Does Is Magic
14430,Police - Roxanne,radiowien,2021-05-01 16:48:03.937862,Police , Roxanne
14431,Police - Walking On The Moon,radiowien,2021-04-27 17:54:01.855678,Police , Walking On The Moon
14432,Polyphonic Spree - Hold Me Now ,fm4,2021-04-25 07:48:02.336992,Polyphonic Spree , Hold Me Now 
14433,Polyphonic Spree - Hold Me Now ,fm4,2021-04-24 08:57:02.551888,Polyphonic Spree , Hold Me Now 
14434,Poolside & Drama - I Feel High ,fm4,2021-04-24 13:57:02.033568,Poolside & Drama , I Feel High 
14435,Poolside & Drama - I Feel High ,fm4,2021-04-18 11:06:02.303483,Poolside & Drama , I Feel High 
14436,Poolside & Drama - I Feel High ,fm4,2021-04-26 19:39:02.337871,Poolside & Drama , I Feel High 
14437,"Pop Diary: Heute vor 27 Jahren erscheint ""Illmatic"" von Nas",fm4,2021-04-19 17:48:02.560959,"Pop Diary: Heute vor 27 Jahren erscheint ""Illmatic"" von Nas","Pop Diary: Heute vor 27 Jahren erscheint ""Illmatic"" von Nas"
14438,Poptracker feat. Ariana - Hold,oe3,2021-05-01 02:51:01.837087,Poptracker feat. Ariana , Hold
14439,Poptracker feat. Ariana - You,oe3,2021-04-25 23:48:01.331183,Poptracker feat. Ariana , You
14440,Poptracker feat. Nathan Trent - Won't Let You Go,oe3,2021-05-02 01:27:01.834226,Poptracker feat. Nathan Trent , Won't Let You Go
14441,Porridge Radio - 7 Seconds ,fm4,2021-04-29 14:30:03.054758,Porridge Radio , 7 Seconds 
14442,Porridge Radio - 7 Seconds ,fm4,2021-05-01 05:24:02.314020,Porridge Radio , 7 Seconds 
14443,Porridge Radio - 7 Seconds ,fm4,2021-04-28 00:45:01.930505,Porridge Radio , 7 Seconds 
14444,Porridge Radio - 7 Seconds ,fm4,2021-04-27 11:12:02.754166,Porridge Radio , 7 Seconds 
14445,Portable Payback - Relax ,fm4,2021-04-29 05:42:02.452233,Portable Payback , Relax 
14446,Porter Robinson - Look at the Sky ,fm4,2021-04-25 17:06:03.710891,Porter Robinson , Look at the Sky 
14447,Portishead - All Mine ,fm4,2021-04-29 02:21:01.750581,Portishead , All Mine 
14448,Portugal The Man - Modern Jesus ,fm4,2021-04-28 14:48:02.432709,Portugal The Man , Modern Jesus 
14449,Post Malone - Better Now ,fm4,2021-04-23 16:45:03.710995,Post Malone , Better Now 
14450,Post Malone - Circles,oe3,2021-05-01 04:30:01.619372,Post Malone , Circles
14451,Post Malone - Only Wanna Be With You,oe3,2021-05-01 23:21:01.324484,Post Malone , Only Wanna Be With You
14452,Postcards - Home Is So Sad ,fm4,2021-04-27 15:12:05.121954,Postcards , Home Is So Sad 
14453,Pote ft. Damon Albarn - Young Lies ,fm4,2021-05-01 15:45:02.872175,Pote ft. Damon Albarn , Young Lies 
14454,Pote ft. Damon Albarn - Young Lies ,fm4,2021-04-29 13:06:03.002591,Pote ft. Damon Albarn , Young Lies 
14455,Pote ft. Damon Albarn - Young Lies ,fm4,2021-04-18 13:45:02.041264,Pote ft. Damon Albarn , Young Lies 
14456,Pote ft. Damon Albarn - Young Lies ,fm4,2021-04-27 18:21:02.863241,Pote ft. Damon Albarn , Young Lies 
14457,Pote ft. Damon Albarn - Young Lies ,fm4,2021-04-30 04:21:02.099070,Pote ft. Damon Albarn , Young Lies 
14458,Pote ft. Damon Albarn - Young Lies ,fm4,2021-04-28 23:42:02.462581,Pote ft. Damon Albarn , Young Lies 
14459,Pote ft. Damon Albarn - Young Lies ,fm4,2021-04-27 01:09:01.741584,Pote ft. Damon Albarn , Young Lies 
14460,Pote ft. Damon Albarn - Young Lies ,fm4,2021-04-25 10:36:02.249723,Pote ft. Damon Albarn , Young Lies 
14461,Pote ft. Damon Albarn - Young Lies ,fm4,2021-05-01 09:36:04.159095,Pote ft. Damon Albarn , Young Lies 
14462,PowFu ft. beabadobee - Deathbed (Coffee For Your Head),fm4,2021-05-01 04:39:02.658941,PowFu ft. beabadobee , Deathbed (Coffee For Your Head)
14463,Prefab Sprout - Cars And Girls ,fm4,2021-04-20 14:21:02.561810,Prefab Sprout , Cars And Girls 
14464,Pressyes - Lus U ,fm4,2021-05-01 15:57:03.157711,Pressyes , Lus U 
14465,Pressyes - Lus U ,fm4,2021-04-28 15:27:04.305002,Pressyes , Lus U 
14466,Pressyes - Lus U ,fm4,2021-04-25 13:18:02.836365,Pressyes , Lus U 
14467,Pressyes - Lus U ,fm4,2021-04-19 17:33:03.159065,Pressyes , Lus U 
14468,Pressyes - Lus U ,fm4,2021-05-02 06:24:02.838411,Pressyes , Lus U 
14469,Pressyes - Lus U ,fm4,2021-04-27 02:54:04.486926,Pressyes , Lus U 
14470,Pressyes - Lus U ,fm4,2021-04-18 09:42:02.337302,Pressyes , Lus U 
14471,Pressyes - Lus U ,fm4,2021-04-30 08:48:02.106000,Pressyes , Lus U 
14472,Pretenders - Don't Get Me Wrong,radiowien,2021-05-01 07:18:02.357935,Pretenders , Don't Get Me Wrong
14473,Pretenders - Hymn To Her,radiowien,2021-04-24 18:45:03.231494,Pretenders , Hymn To Her
14474,Pretty Reckless - And So It Went (feat. Tom Morello),fm4,2021-04-30 17:09:03.151020,Pretty Reckless , And So It Went (feat. Tom Morello)
14475,Prince & Revolution - Sometimes It Snows In April,fm4,2021-04-24 11:27:02.942278,Prince & Revolution , Sometimes It Snows In April
14476,Prince & The Revolution - Kiss,radiowien,2021-04-24 21:33:01.846073,Prince & The Revolution , Kiss
14477,Prince - 1999,oe3,2021-04-18 18:54:01.798304,Prince , 1999
14478,Prince - Alphabet St.,radiowien,2021-04-30 18:15:01.860214,Prince , Alphabet St.
14479,Prince - Cream,radiowien,2021-05-01 19:48:01.261643,Prince , Cream
14480,Prince - Kiss,oe3,2021-04-29 16:06:01.800736,Prince , Kiss
14481,Prince - Little Red Corvette,radiowien,2021-04-28 04:51:02.528801,Prince , Little Red Corvette
14482,Prince - Purple Rain,radiowien,2021-05-01 03:33:01.448915,Prince , Purple Rain
14483,Prince - Raspberry Beret,radiowien,2021-04-28 20:00:02.546299,Prince , Raspberry Beret
14484,Prince - Sign O' The Times,radiowien,2021-04-28 10:33:04.645281,Prince , Sign O' The Times
14485,Prince - Starfish And Coffee,radiowien,2021-04-29 00:21:02.128569,Prince , Starfish And Coffee
14486,Prince - Welcome 2 America ,fm4,2021-04-21 14:30:01.831262,Prince , Welcome 2 America 
14487,Prince And The New Power Generation - Diamonds And Pearls,radiowien,2021-04-30 07:57:02.149270,Prince And The New Power Generation , Diamonds And Pearls
14488,Princess Ananda - Cool Vibrations Never Die,fm4,2021-04-20 08:33:02.552145,Princess Ananda , Cool Vibrations Never Die
14489,Princess Chelsea - The Cigarette Duet ,fm4,2021-05-02 06:18:02.994488,Princess Chelsea , The Cigarette Duet 
14490,Princess Nokia - Green Eggs & Ham ,fm4,2021-04-25 14:00:02.344164,Princess Nokia , Green Eggs & Ham 
14491,Princess Nokia - Green Eggs & Ham ,fm4,2021-04-28 07:00:02.144740,Princess Nokia , Green Eggs & Ham 
14492,Princess Nokia - Green Eggs & Ham ,fm4,2021-04-21 09:00:04.749708,Princess Nokia , Green Eggs & Ham 
14493,Proclaimers - I'm Gonna Be (500 Miles),radiowien,2021-04-23 21:18:01.961460,Proclaimers , I'm Gonna Be (500 Miles)
14494,Procol Harum - A Whiter Shade Of Pale,radiowien,2021-04-26 17:45:02.665640,Procol Harum , A Whiter Shade Of Pale
14495,Procol Harum - Conquistador,radiowien,2021-04-30 19:09:01.961300,Procol Harum , Conquistador
14496,Prodigy - Firestarter ,fm4,2021-04-30 01:06:02.477138,Prodigy , Firestarter 
14497,Projekt X: Etymologe Richard Ewalter zu Gast bei Richard Ger ...,fm4,2021-04-22 22:03:02.554146,Projekt X: Etymologe Richard Ewalter zu Gast bei Richard Ger ...,Projekt X: Etymologe Richard Ewalter zu Gast bei Richard Ger ...
