,name,station,date,artist,song
14498,Projekt X: Helga Steppdanz und Toni Innauer Teil 1,fm4,2021-04-29 22:03:02.055312,Projekt X: Helga Steppdanz und Toni Innauer Teil 1,Projekt X: Helga Steppdanz und Toni Innauer Teil 1
14499,Projekt X: Helga Steppdanz und Toni Innauer Teil 2,fm4,2021-04-29 22:27:01.952429,Projekt X: Helga Steppdanz und Toni Innauer Teil 2,Projekt X: Helga Steppdanz und Toni Innauer Teil 2
14500,Projekt X: Helga Steppdanz und Toni Innauer Teil 3,fm4,2021-04-29 22:45:02.030845,Projekt X: Helga Steppdanz und Toni Innauer Teil 3,Projekt X: Helga Steppdanz und Toni Innauer Teil 3
14501,Public Enemy - State Of The Union ,fm4,2021-04-30 10:00:02.415969,Public Enemy , State Of The Union 
14502,Puff Daddy & Faith Evans - I'll Be Missing You,oe3,2021-04-25 00:12:01.408863,Puff Daddy & Faith Evans , I'll Be Missing You
14503,Pulp - Disco 2000,oe3,2021-04-28 18:27:01.512851,Pulp , Disco 2000
14504,Pupo - Su Di Noi,radiowien,2021-04-23 18:15:02.857253,Pupo , Su Di Noi
14505,Purity Ring - Fineshrine ,fm4,2021-04-21 11:45:02.556982,Purity Ring , Fineshrine 
14506,Purple Disco Machine & Sophie and the Giants - Hypnotized,oe3,2021-05-02 05:09:01.893718,Purple Disco Machine & Sophie and the Giants , Hypnotized
14507,Purple Disco Machine feat. Moss Kena & The Knocks - Fireworks,oe3,2021-05-02 03:54:00.827864,Purple Disco Machine feat. Moss Kena & The Knocks , Fireworks
14508,Purple Disco Machine ft. Joe Killington - Devil In Me,fm4,2021-04-28 04:54:02.762638,Purple Disco Machine ft. Joe Killington , Devil In Me
14509,Pussycat Dolls - Sway,radiowien,2021-04-30 01:36:01.955744,Pussycat Dolls , Sway
14510,Putzen  Eine Kulturtechnik von Sonja Stummerer und Martin H ...,fm4,2021-04-27 16:48:02.752049,Putzen  Eine Kulturtechnik von Sonja Stummerer und Martin H ...,Putzen  Eine Kulturtechnik von Sonja Stummerer und Martin H ...
14511,Quarterflash - Harden My Heart,radiowien,2021-04-26 04:18:01.736128,Quarterflash , Harden My Heart
14512,Queen  David Bowie - Under Pressure,oe3,2021-04-25 02:18:01.229219,Queen  David Bowie , Under Pressure
14513,Queen - '39,radiowien,2021-04-25 17:54:02.329986,Queen , '39
14514,Queen - A Kind Of Magic,radiowien,2021-04-24 06:36:02.435588,Queen , A Kind Of Magic
14515,Queen - A Kind of Magic,oe3,2021-04-28 22:12:01.929416,Queen , A Kind of Magic
14516,Queen - Another One Bites the Dust,oe3,2021-04-26 07:21:01.503896,Queen , Another One Bites the Dust
14517,Queen - Bicycle Race,radiowien,2021-04-26 03:45:05.645094,Queen , Bicycle Race
14518,Queen - Bohemian Rhapsody,oe3,2021-04-30 10:36:01.349644,Queen , Bohemian Rhapsody
14519,Queen - Crazy Little Thing Called Love,radiowien,2021-05-02 05:24:01.636400,Queen , Crazy Little Thing Called Love
14520,Queen - Don't Stop Me Now,radiowien,2021-04-24 15:42:02.356162,Queen , Don't Stop Me Now
14521,Queen - Don't Stop Me Now ,fm4,2021-04-29 22:42:02.051985,Queen , Don't Stop Me Now 
14522,Queen - Heaven For Everyone,radiowien,2021-04-29 06:39:01.863354,Queen , Heaven For Everyone
14523,Queen - I Want It All,radiowien,2021-05-01 01:18:01.360046,Queen , I Want It All
14524,Queen - I Want To Break Free,radiowien,2021-04-23 03:06:02.254145,Queen , I Want To Break Free
14525,Queen - I Want to Break Free,oe3,2021-04-30 16:36:03.995756,Queen , I Want to Break Free
14526,Queen - In Only Seven Days,radiowien,2021-04-30 20:54:02.548530,Queen , In Only Seven Days
14527,Queen - It's A Hard Life,radiowien,2021-04-21 20:39:04.167165,Queen , It's A Hard Life
14528,Queen - Leaving Home Ain't Easy,radiowien,2021-04-28 01:48:02.228311,Queen , Leaving Home Ain't Easy
14529,Queen - Love Of My Life,radiowien,2021-04-27 20:57:02.254733,Queen , Love Of My Life
14530,Queen - Now I'm Here,oe3,2021-04-18 18:18:01.203519,Queen , Now I'm Here
14531,Queen - Radio Ga Ga,oe3,2021-04-26 23:15:01.112418,Queen , Radio Ga Ga
14532,Queen - Somebody To Love,radiowien,2021-04-28 19:00:03.228587,Queen , Somebody To Love
14533,Queen - Spread Your Wings,radiowien,2021-04-30 11:57:02.149427,Queen , Spread Your Wings
14534,Queen - The Show Must Go On,oe3,2021-04-30 14:36:01.832730,Queen , The Show Must Go On
14535,Queen - These Are The Days Of Our Lives,radiowien,2021-04-28 08:39:02.328884,Queen , These Are The Days Of Our Lives
14536,Queen - We Are The Champions,radiowien,2021-04-30 03:27:01.848959,Queen , We Are The Champions
14537,Queen - We Will Rock You,radiowien,2021-04-27 05:54:04.106506,Queen , We Will Rock You
14538,Queen - Who Needs You,radiowien,2021-04-23 21:48:01.667702,Queen , Who Needs You
14539,Queen - Who Wants To Live Forever,radiowien,2021-04-22 00:57:02.550485,Queen , Who Wants To Live Forever
14540,Queen - You Don't Fool Me,radiowien,2021-04-28 23:30:02.035765,Queen , You Don't Fool Me
14541,Queen - You're My Best Friend,radiowien,2021-04-24 11:18:02.737234,Queen , You're My Best Friend
14542,Queens Of The Stone Age - I Sat By The Ocean ,fm4,2021-04-19 05:12:02.716699,Queens Of The Stone Age , I Sat By The Ocean 
14543,Queens Of The Stone Age - Make It Wit Chu,fm4,2021-04-23 01:06:02.451156,Queens Of The Stone Age , Make It Wit Chu
14544,Queens Of The Stone Age - Make It Wit Chu ,fm4,2021-04-27 23:12:02.681816,Queens Of The Stone Age , Make It Wit Chu 
14545,Quincy Jones & Patti Austin - Razzamatazz,radiowien,2021-04-24 23:57:01.929850,Quincy Jones & Patti Austin , Razzamatazz
14546,Quincy JonesCharles May - Ai No Corrida,radiowien,2021-05-02 00:57:01.558422,Quincy JonesCharles May , Ai No Corrida
14547,R. City feat. Adam Levine - Locked Away,oe3,2021-05-01 01:36:01.534111,R. City feat. Adam Levine , Locked Away
14548,R.E.M. - All The Way To Reno,radiowien,2021-04-29 02:30:01.538937,R.E.M. , All The Way To Reno
14549,R.E.M. - Everybody Hurts,radiowien,2021-04-26 02:51:02.429793,R.E.M. , Everybody Hurts
14550,R.E.M. - Imitation Of Life,radiowien,2021-04-28 09:33:02.452867,R.E.M. , Imitation Of Life
14551,R.E.M. - Leaving New York,radiowien,2021-04-27 16:48:02.251369,R.E.M. , Leaving New York
14552,R.E.M. - Losing My Religion,oe3,2021-04-29 08:06:01.551859,R.E.M. , Losing My Religion
14553,R.E.M. - Man On The Moon,radiowien,2021-04-30 17:18:02.448720,R.E.M. , Man On The Moon
14554,R.E.M. - Man on the Moon,oe3,2021-04-26 06:39:01.094858,R.E.M. , Man on the Moon
14555,R.E.M. - Shiny Happy People,radiowien,2021-04-28 19:09:01.907961,R.E.M. , Shiny Happy People
14556,R.E.M. - The One I Love,oe3,2021-04-21 18:39:01.853357,R.E.M. , The One I Love
14557,R.E.M. - The Sidewinder Sleeps Tonite,radiowien,2021-04-24 08:27:01.737065,R.E.M. , The Sidewinder Sleeps Tonite
14558,REO Speedwagon - Can't Fight This Feeling,radiowien,2021-04-29 01:33:02.528022,REO Speedwagon , Can't Fight This Feeling
14559,REO Speedwagon - Keep On Loving You,radiowien,2021-05-01 21:06:01.768076,REO Speedwagon , Keep On Loving You
14560,REO Speedwagon - Keep on Loving You,oe3,2021-04-27 08:09:02.044208,REO Speedwagon , Keep on Loving You
14561,REO Speedwagon - Take It On The Run,radiowien,2021-04-28 10:54:02.230086,REO Speedwagon , Take It On The Run
14562,RIAN - Cry for You,oe3,2021-04-21 23:48:01.914470,RIAN , Cry for You
14563,RIAN - For All I Know,oe3,2021-04-20 00:45:01.421945,RIAN , For All I Know
14564,RIAN - Moonlight,oe3,2021-05-02 03:42:01.314511,RIAN , Moonlight
14565,ROCK ANTENNE - Rock Nonstop,oe3,2021-04-22 07:24:01.050908,ROCK ANTENNE , Rock Nonstop
14566,RZA  Xavier Naidoo - Ich kenne nichts (das so schÃ¶n ist wie du),oe3,2021-04-19 10:21:01.102916,RZA  Xavier Naidoo , Ich kenne nichts (das so schÃ¶n ist wie du)
14567,Rachel Platten - Fight Song,oe3,2021-04-29 13:24:06.313980,Rachel Platten , Fight Song
14568,Raconteurs - Help Me Stranger ,fm4,2021-04-28 10:48:02.031188,Raconteurs , Help Me Stranger 
14569,Radio Diffusion - Bhvl ,fm4,2021-04-22 23:57:01.951272,Radio Diffusion , Bhvl 
14570,Radio TEDDY - COOL,fm4,2021-04-24 16:12:03.034790,Radio TEDDY , COOL
14571,Radio Wien - Einfach gute Musik,radiowien,2021-05-02 07:24:03.342867,Radio Wien , Einfach gute Musik
14572,Radiohead - Creep,radiowien,2021-04-29 20:24:01.936495,Radiohead , Creep
14573,Radiohead - High & Dry ,fm4,2021-04-28 16:36:02.133508,Radiohead , High & Dry 
14574,Radiohead - High & Dry ,fm4,2021-04-23 01:27:02.850408,Radiohead , High & Dry 
14575,Radiohead - Jigsaw Falling Into Place,fm4,2021-04-30 02:45:02.696154,Radiohead , Jigsaw Falling Into Place
14576,Radiohead - Paranoid Android ,fm4,2021-04-23 05:51:02.553585,Radiohead , Paranoid Android 
14577,Rae Sremmurd - This Could Be Us ,fm4,2021-04-23 05:57:02.151595,Rae Sremmurd , This Could Be Us 
14578,Rae Sremmurd - This Could Be Us ,fm4,2021-04-19 10:21:01.942834,Rae Sremmurd , This Could Be Us 
14579,Raen Talion & No Alter Boy - XI ,fm4,2021-04-19 04:21:02.009840,Raen Talion & No Alter Boy , XI 
14580,Raen Talion & No Alter Boy - XI ,fm4,2021-04-23 04:00:02.370657,Raen Talion & No Alter Boy , XI 
14581,Raen Talion & No Alter Boy - XI ,fm4,2021-05-01 08:39:02.854387,Raen Talion & No Alter Boy , XI 
14582,Rag'n'Bone Man & Pink - Anywhere Away from Here,oe3,2021-05-01 03:45:01.625034,Rag'n'Bone Man & Pink , Anywhere Away from Here
14583,Rag'n'Bone Man - All You Ever Wanted,oe3,2021-05-02 04:33:01.754023,Rag'n'Bone Man , All You Ever Wanted
14584,Rag'n'Bone Man - Skin,oe3,2021-04-27 08:18:01.083218,Rag'n'Bone Man , Skin
14585,RagNBone Man - Human,radiowien,2021-04-25 02:33:01.348278,RagNBone Man , Human
14586,Rainhard Fendrich - A Jeder is zum hab'n,radiowien,2021-04-19 21:15:02.852920,Rainhard Fendrich , A Jeder is zum hab'n
14587,Rainhard Fendrich - Brueder,radiowien,2021-04-25 20:45:01.863230,Rainhard Fendrich , Brueder
14588,Rainhard Fendrich - Der Himmel wuerfelt leider nicht,radiowien,2021-04-27 18:48:01.845613,Rainhard Fendrich , Der Himmel wuerfelt leider nicht
14589,Rainhard Fendrich - Der Wind,radiowien,2021-04-26 16:18:02.310559,Rainhard Fendrich , Der Wind
14590,Rainhard Fendrich - Engel,radiowien,2021-05-02 03:18:01.750415,Rainhard Fendrich , Engel
14591,Rainhard Fendrich - Es lebe der Sport,oe3,2021-04-29 04:42:01.127965,Rainhard Fendrich , Es lebe der Sport
14592,"Rainhard Fendrich - Es tuat so weh, wenn ma verliert",radiowien,2021-04-27 00:45:02.038425,Rainhard Fendrich ," Es tuat so weh, wenn ma verliert"
14593,Rainhard Fendrich - I Am From Austria,radiowien,2021-04-24 02:45:01.736330,Rainhard Fendrich , I Am From Austria
14594,Rainhard Fendrich - Kein schoener Land,radiowien,2021-04-25 10:45:02.041956,Rainhard Fendrich , Kein schoener Land
14595,Rainhard Fendrich - Macho Macho,oe3,2021-04-27 19:12:01.318523,Rainhard Fendrich , Macho Macho
14596,Rainhard Fendrich - Malibu,oe3,2021-04-22 07:45:01.057445,Rainhard Fendrich , Malibu
14597,Rainhard Fendrich - Manchmal denk i no an di,radiowien,2021-04-30 00:51:01.959805,Rainhard Fendrich , Manchmal denk i no an di
14598,Rainhard Fendrich - Schickeria,oe3,2021-04-29 19:24:01.336442,Rainhard Fendrich , Schickeria
14599,Rainhard Fendrich - Traenen trocknen schnell,radiowien,2021-04-25 04:48:02.330041,Rainhard Fendrich , Traenen trocknen schnell
14600,Rainhard Fendrich - TrÃ¤nen trocknen schnell,oe3,2021-04-27 14:39:01.238250,Rainhard Fendrich , TrÃ¤nen trocknen schnell
14601,Rainhard Fendrich - Von Zeit zu Zeit,radiowien,2021-04-21 04:21:02.352842,Rainhard Fendrich , Von Zeit zu Zeit
14602,Rainhard Fendrich - Vue schoener is des G'fuehl,radiowien,2021-04-24 21:48:01.729223,Rainhard Fendrich , Vue schoener is des G'fuehl
14603,Rainhard Fendrich - VÃ¼ schÃ¶ner is des G'fÃ¼hl,oe3,2021-04-27 10:42:01.140954,Rainhard Fendrich , VÃ¼ schÃ¶ner is des G'fÃ¼hl
14604,Rainhard Fendrich - Weus'd a Herz hast wia a Bergwerk,oe3,2021-04-30 14:15:01.648860,Rainhard Fendrich , Weus'd a Herz hast wia a Bergwerk
14605,Rainhard Fendrich - Wie Tag und Nacht,radiowien,2021-04-28 03:15:01.839504,Rainhard Fendrich , Wie Tag und Nacht
14606,Rakede - Jetzt Gehst Du Weg ,fm4,2021-04-18 18:33:03.038826,Rakede , Jetzt Gehst Du Weg 
14607,Rakim - Guess Who's Back ,fm4,2021-04-21 05:48:02.350672,Rakim , Guess Who's Back 
14608,Randy Crawford - Rainy Night In Georgia,radiowien,2021-04-30 02:21:01.860430,Randy Crawford , Rainy Night In Georgia
14609,Randy CrawfordCrusaders - Street Life,radiowien,2021-04-26 19:48:02.239248,Randy CrawfordCrusaders , Street Life
14610,Randy Meisner - Hearts On Fire,radiowien,2021-04-29 23:54:04.612723,Randy Meisner , Hearts On Fire
14611,Randy Newman - Short People,radiowien,2021-04-28 03:00:04.342890,Randy Newman , Short People
14612,Randy Newman - We Belong Together,radiowien,2021-04-28 13:33:03.050143,Randy Newman , We Belong Together
14613,Randy Newman - You've Got A Friend In Me,radiowien,2021-04-29 13:00:03.763400,Randy Newman , You've Got A Friend In Me
14614,Randy Vanwarmer - Just When I Needed You Most,radiowien,2021-04-27 00:24:02.741090,Randy Vanwarmer , Just When I Needed You Most
14615,Rapid geht mit zwei Siegen über WSF Tirol in die Pause,radiowien,2021-04-29 05:51:04.686449,Rapid geht mit zwei Siegen über WSF Tirol in die Pause,Rapid geht mit zwei Siegen über WSF Tirol in die Pause
14616,Rapsody ft. GZA & D'Angelo - Ibtihaj ,fm4,2021-04-28 04:57:02.045564,Rapsody ft. GZA & D'Angelo , Ibtihaj 
14617,Rapsody ft. GZA & D'Angelo - Ibtihaj ,fm4,2021-04-30 11:48:02.938048,Rapsody ft. GZA & D'Angelo , Ibtihaj 
14618,Ray Dalton - In My Bones,oe3,2021-04-24 09:24:01.412103,Ray Dalton , In My Bones
14619,Rayland Baxter - Casanova ,fm4,2021-04-20 11:45:02.457756,Rayland Baxter , Casanova 
14620,Razz - Like You ,fm4,2021-05-01 14:06:03.259292,Razz , Like You 
14621,Razz - Like You ,fm4,2021-04-25 04:12:02.736421,Razz , Like You 
14622,Razz - Like You ,fm4,2021-04-20 23:03:02.455403,Razz , Like You 
14623,Razz - Like You ,fm4,2021-04-27 11:24:02.639028,Razz , Like You 
14624,ReCycling: Manu Delago geht 2021 mit dem Fahrad auf Tour,fm4,2021-04-27 13:27:02.051316,ReCycling: Manu Delago geht 2021 mit dem Fahrad auf Tour,ReCycling: Manu Delago geht 2021 mit dem Fahrad auf Tour
14625,Rea Garvey & VIZE - The One,oe3,2021-05-02 01:06:01.618840,Rea Garvey & VIZE , The One
14626,Rea Garvey - Let's Be Lovers Tonight (Deepend Remix),oe3,2021-04-28 14:18:01.617502,Rea Garvey , Let's Be Lovers Tonight (Deepend Remix)
14627,Rea Garvey - Talk to Your Body,oe3,2021-05-01 15:54:01.409365,Rea Garvey , Talk to Your Body
14628,Rea Garvey feat. Kool Savas - Is It Love?,oe3,2021-04-27 23:36:01.628435,Rea Garvey feat. Kool Savas , Is It Love?
14629,Real Thing - Can't Get By Without You,radiowien,2021-04-24 20:57:02.130729,Real Thing , Can't Get By Without You
14630,Real Thing - You To Me Are Everything,radiowien,2021-05-01 04:15:04.149312,Real Thing , You To Me Are Everything
14631,Reamonn - Supergirl,radiowien,2021-04-26 08:36:02.341056,Reamonn , Supergirl
14632,Rebecca_1147 - Until The Sun,radiowien,2021-04-23 02:15:01.262581,Rebecca_1147 , Until The Sun
14633,Rebekka Karijord - Giant ,fm4,2021-04-28 06:00:02.629186,Rebekka Karijord , Giant 
14634,Red Astaire - Follow Me ,fm4,2021-04-21 00:30:01.551317,Red Astaire , Follow Me 
14635,Red Hot Chili Peppers - By the Way,oe3,2021-04-24 17:15:01.588739,Red Hot Chili Peppers , By the Way
14636,Red Hot Chili Peppers - Californication,radiowien,2021-04-30 08:57:02.266544,Red Hot Chili Peppers , Californication
14637,Red Hot Chili Peppers - Can't Stop,oe3,2021-05-01 20:15:01.557353,Red Hot Chili Peppers , Can't Stop
14638,Red Hot Chili Peppers - Otherside,oe3,2021-04-30 00:45:01.527950,Red Hot Chili Peppers , Otherside
14639,Red Hot Chili Peppers - Parallel Universe,oe3,2021-04-18 19:06:01.407988,Red Hot Chili Peppers , Parallel Universe
14640,Red Hot Chili Peppers - Snow (Hey Oh),oe3,2021-04-22 17:18:01.143114,Red Hot Chili Peppers , Snow (Hey Oh)
14641,Red Hot Chili Peppers - Under The Bridge,radiowien,2021-04-22 07:57:03.158516,Red Hot Chili Peppers , Under The Bridge
14642,Red Hot Chili Peppers - Under the Bridge,oe3,2021-04-25 11:39:01.631905,Red Hot Chili Peppers , Under the Bridge
14643,Reden Sie mit: Ãsterreich hilft Ãsterreich,radiowien,2021-04-27 09:15:01.753303,Reden Sie mit: Ãsterreich hilft Ãsterreich,Reden Sie mit: Ãsterreich hilft Ãsterreich
14644,Rednex - Cotton Eye Joe,oe3,2021-04-30 08:09:01.441583,Rednex , Cotton Eye Joe
14645,Regina Spektor - On The Radio ,fm4,2021-05-01 14:45:02.607360,Regina Spektor , On The Radio 
14646,Regina Spektor - On The Radio ,fm4,2021-04-29 10:09:02.462069,Regina Spektor , On The Radio 
14647,Rembrandts - I'll Be There For You,radiowien,2021-05-02 06:12:01.853289,Rembrandts , I'll Be There For You
14648,"Rembrandts - Just The Way It Is, Baby",radiowien,2021-04-30 04:09:02.165719,Rembrandts ," Just The Way It Is, Baby"
14649,Rene Rodrigezz feat. Lova - Stand My Ground,oe3,2021-04-28 01:48:01.820697,Rene Rodrigezz feat. Lova , Stand My Ground
14650,Report: OMV involved in spying on climate activists in NZ?,fm4,2021-04-22 10:21:03.151272,Report: OMV involved in spying on climate activists in NZ?,Report: OMV involved in spying on climate activists in NZ?
14651,Reptile Youth - Speeddance ,fm4,2021-04-23 16:42:02.967956,Reptile Youth , Speeddance 
14652,Restless Leg Syndrome - Spirit ,fm4,2021-04-19 01:09:02.906064,Restless Leg Syndrome , Spirit 
14653,Restless Leg Syndrome - Venom ,fm4,2021-04-29 01:54:02.229391,Restless Leg Syndrome , Venom 
14654,Retrogott & Nepumuk - Wörtliche Rede ,fm4,2021-04-18 16:48:02.138133,Retrogott & Nepumuk , Wörtliche Rede 
14655,Rewind Tipp: Exklusivmix von Claptone gestern in La boum de luxe,fm4,2021-04-24 13:24:03.241988,Rewind Tipp: Exklusivmix von Claptone gestern in La boum de luxe,Rewind Tipp: Exklusivmix von Claptone gestern in La boum de luxe
14656,Rhye - Black Rain ,fm4,2021-04-29 13:33:02.562404,Rhye , Black Rain 
14657,Rhys Rich - No Confetti ,fm4,2021-04-18 15:09:02.744077,Rhys Rich , No Confetti 
14658,Ric Ocasek - Emotion In Motion,radiowien,2021-04-28 12:27:03.930487,Ric Ocasek , Emotion In Motion
14659,Richard Marx - Right Here Waiting,radiowien,2021-04-20 21:33:02.556387,Richard Marx , Right Here Waiting
14660,Richard MarxDonna Lewis - At The Beginning,radiowien,2021-04-25 23:30:02.046793,Richard MarxDonna Lewis , At The Beginning
14661,Richard Sanderson - Reality,radiowien,2021-04-26 01:45:01.529495,Richard Sanderson , Reality
14662,Rick Astley - It Would Take A Strong Strong Man,radiowien,2021-04-29 21:12:05.333643,Rick Astley , It Would Take A Strong Strong Man
14663,Rick Astley - Never Gonna Give You Up,radiowien,2021-04-27 00:21:01.938778,Rick Astley , Never Gonna Give You Up
14664,Rick Astley - Together Forever,radiowien,2021-04-29 08:06:02.354080,Rick Astley , Together Forever
14665,Rick Springfield - Jessie's Girl,radiowien,2021-04-30 23:18:02.064104,Rick Springfield , Jessie's Girl
14666,Ricky Martin - Livin' La Vida Loca,radiowien,2021-04-22 16:24:02.653083,Ricky Martin , Livin' La Vida Loca
14667,Ricky MartinJoss Stone - The Best Thing About Me Is You,radiowien,2021-04-30 07:09:02.197181,Ricky MartinJoss Stone , The Best Thing About Me Is You
14668,Rico Nasty - Own It ,fm4,2021-04-23 08:18:02.152198,Rico Nasty , Own It 
14669,Right Said Fred - Don't Talk Just Kiss,radiowien,2021-04-23 04:57:02.045593,Right Said Fred , Don't Talk Just Kiss
14670,Right Said Fred - I'm too sexy,radiowien,2021-04-25 11:54:02.141339,Right Said Fred , I'm too sexy
14671,Right Said Fred - You're My Mate,oe3,2021-04-30 06:15:02.346938,Right Said Fred , You're My Mate
14672,Righteous Brothers - Unchained Melody,radiowien,2021-04-26 00:12:01.429909,Righteous Brothers , Unchained Melody
14673,Rihanna  Calvin Harris - We Found Love,oe3,2021-04-20 14:24:01.755126,Rihanna  Calvin Harris , We Found Love
14674,Rihanna - California King Bed,oe3,2021-04-23 09:12:01.554962,Rihanna , California King Bed
14675,Rihanna - Diamonds,oe3,2021-05-01 06:24:01.731444,Rihanna , Diamonds
14676,Rihanna - Don't Stop the Music,oe3,2021-04-29 18:18:02.137271,Rihanna , Don't Stop the Music
